rubbish -->,http://www.sec.gov/xxx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,132,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,311,1000383,0.0025,,,9999999,Group 2,1220007981,1,1,0,311,3,,,,,,1,4,0,,311,,,0,,20121022,861250,0.0375,360,360,20121201,311,1,0,0,,858651.6,0.0375,3988.58,20130101,0,,311,,,,,,,,,,,311,,,,,,,,,,,311,,,,,,,,0,,128,311,1,,0,,2,,3,1,,,311,,,,,,779,,,,,311,,,,,,,,0,,,311,7308.15,0,4000.1,0,7308.15,11308.25,1,5,,3,311,,4,,716548.5,4538.65,0.401357,,,,311,Dallas,TX,75209,7,1,1325000,1325000,3,20120911,311,,,,,,,,0.65,0.65,0,0,0,311,,,,,,,,,,,311,,,,,,,,,,2,311,,0,20421101,7308.15,0,0,0,311,0,0,Full,Two Years,Two Months
,312,1000383,0.0025,,,9999999,Group 2,1240008031,1,1,0,312,7,,,,,,1,0,0,,312,,,0,,20121012,680000,0.0375,360,360,20121201,312,1,0,0,,677948.43,0.0375,3149.19,20130101,0,,312,,,,,,,,,,,312,,,,,,,,,,,312,,,,,,,,0,,405,312,2,,0,,0,15,0,1,,,312,,,,,,736,,,,,312,,,,,,,,0,,,312,1491.9,3797.83,5367.06,0,5289.73,10656.79,1,5,,3,312,,4,,61355.63,4541.23,0.426135,,,100,312,Dallas,TX,75209,7,1,850000,850000,3,20120914,312,,,,,,,,0.8,0.8,0,0,0,312,,,,,,,,,,,312,,,,,,,,,,0,312,15,0,20421101,1491.9,0,0,3797.83,312,0,0,Full,Two Years,Two Months
,313,1000383,0.0025,,,1001105,Group 2,1250004933,1,1,0,313,9,,,,,,1,0,0,,313,,,0,,20120803,821000,0.03875,360,360,20121001,313,1,0,0,,816138.51,0.03875,3860.65,20130101,0,,313,,,,,,,,,,,313,,,,,,,,,,,313,,,,,,,,0,,430,313,1,,0,,0,,17,1,,,313,,,,,,776,,,,,313,,,,,,,,0,,,313,8228,0,1422,0,8228,9650,1,5,,3,313,,4,,208252.31,4985.92,0.516676,,,,313,Dallas,TX,75209,1,1,,1425000,3,20120605,313,,,,,,,,0.5761,0.5761,0,0,0,313,,,,,,,,,,,313,,,,,,,,,,35,313,,0,20420901,8228,0,0,0,313,0,0,Full,Two Years,Two Months
,314,1000383,0.0025,,,1001105,Group 2,1250005312,1,1,0,314,9,,,,,,1,0,0,,314,,,25000,,20120827,664500,0.04125,360,360,20121101,314,1,0,0,,661681.52,0.04125,3220.5,20130101,0,,314,,,,,,,,,,,314,,,,,,,,,,,314,,,,,,,,0,,206,314,2,,1,,29,,13,1,,,314,,,,,,786,,,,,314,,,,,,,,0,,,314,10796,0,0,0,10796,10796,1,5,,3,314,,4,,212724.62,3881.09,0.359493,,,,314,DALLAS,TX,75206,1,1,,1008000,3,20120701,314,,,,,,,,0.684,0.6592,0,0,0,314,,,,,,,,,,,314,,,,,,,,,,29,314,,25000,20421001,10796,0,0,0,314,0,0,Full,Two Years,Two Months
,315,1000383,0.0025,,,1001105,Group 2,1250005541,1,1,0,315,9,,,,,,1,4,0,,315,,,0,,20121105,708000,0.04375,360,360,20130101,315,1,0,0,,707046.31,0.04375,3534.94,20130101,0,,315,,,,,,,,,,,315,,,,,,,,,,,315,,,,,,,,0,,114,315,4,,1,,7.5,,0,1,,,315,,,,,,787,,,,,315,,,,,,,,0,,,315,95737.33,0,0,0,95737.33,95737.33,1,5,,3,315,,4,,915793.5,16928.18,0.176819,,,,315,University Park,TX,75205,7,2,,900000,3,20120722,315,,,,,,,,0.7866,0.7866,0,0,0,315,,,,,,,,,,,315,,,,,,,,,,12.5,315,,0,20421201,95737.33,0,0,0,315,0,0,Full,Two Years,Two Months
,316,1000383,0.0025,,,1001105,Group 2,1250006186,1,1,0,316,6,,,,,,1,0,0,,316,,,0,,20120829,749200,0.0425,360,360,20121001,316,1,0,0,,745049.22,0.0425,3685.61,20130101,0,,316,,,,,,,,,,,316,,,,,,,,,,,316,,,,,,,,0,,344,316,1,,0,,14,,0,1,,,316,,,,,,774,,,,,316,,,,,,,,0,,,316,15000,0,8958.33,0,15000,23958.33,1,5,,3,316,,4,,88736.23,5102.31,0.212966,,,100,316,HIGHLAND PARK,TX,75205,1,1,936500,960000,3,20120812,316,,,,,,,,0.8,0.8,0,0,0,316,,,,,,,,,,,316,,,,,,,,,,14,316,,0,20420901,15000,8958.33,0,0,316,0,0,Full,Two Years,Two Months
,317,1000383,0.0025,,,1001105,Group 2,1250006573,1,1,0,317,9,,,,,,1,0,0,,317,,,0,,20121015,738500,0.045,360,360,20121201,317,1,0,0,,736551.37,0.045,3741.87,20130101,0,,317,,,,,,,,,,,317,,,,,,,,,,,317,,,,,,,,0,,485,317,1,,0,,9.5,,8,1,,,317,,,,,,758,,,,,317,,,,,,,,0,,,317,8332.92,0,7253.96,0,8332.92,15586.88,1,5,,3,317,,4,,66583.27,5786.75,0.371258,,,,317,Plano,TX,75093,1,1,,1055000,3,20120905,317,,,,,,,,0.7,0.7,0,0,0,317,,,,,,,,,,,317,,,,,,,,,,10,317,,0,20421101,8332.92,0,0,0,317,0,0,Full,Two Years,Two Months
,318,1000383,0.0025,,,1001105,Group 2,1250006658,1,1,0,318,9,,,,,,1,0,0,,318,,,0,,20120925,945000,0.03875,360,360,20121101,318,1,0,0,,940809.96,0.03875,4443.74,20130101,0,,318,,,,,,,,,,,318,,,,,,,,,,,318,,,,,,,,0,,442,318,1,,0,,6,35,8,1,,,318,,,,,,761,,,,,318,,,,,,,,0,,,318,15806.74,3666,0,0,19472.74,19472.74,1,5,,3,318,,4,,185170.76,7095.98,0.364406,,,,318,Fairview,TX,75069,1,1,,1200000,3,20120830,318,,,,,,,,0.7875,0.7875,0,0,0,318,,,,,,,,,,,318,,,,,,,,,,6,318,35,0,20421001,15806.74,0,0,3666,318,0,0,Full,Two Years,Two Months
,319,1000383,0.0025,,,1001105,Group 2,1250006665,1,1,0,319,9,,,,,,1,0,0,,319,,,75000,,20121013,676900,0.04,360,360,20121201,319,1,0,0,,674946.16,0.04,3231.62,20130101,0,,319,,,,,,,,,,,319,,,,,,,,,,,319,,,,,,,,0,,453,319,2,,0,,4,4,2.25,1,,,319,,,,,,773,,,,,319,,,,,,,,0,,,319,9446.26,3483.46,0,0,12929.72,12929.72,1,5,,3,319,,4,,45304.15,5539.45,0.428428,,,,319,Prosper,TX,75058,7,1,,1025000,3,20120831,319,,,,,,,,0.7335,0.6603,0,0,0,319,,,,,,,,,,,319,,,,,,,,,,4,319,8,75000,20421101,9446.26,0,0,3483.46,319,0,0,Full,Two Years,Two Months
,320,1000383,0.0025,,,1001105,Group 2,1250006708,1,1,0,320,9,,,,,,1,4,0,,320,,,0,,20121015,1239500,0.04,360,360,20121201,320,1,0,0,,1235922.25,0.04,5917.56,20130101,0,,320,,,,,,,,,,,320,,,,,,,,,,,320,,,,,,,,0,,406,320,4,,1,,30,,1,1,,,320,,,,,,726,,,,,320,,,,,,,,0,,,320,22522.52,0,0,0,22522.52,22522.52,1,5,,3,320,,4,,745639.91,8949.82,0.397372,,,,320,Lewisville,TX,75056,1,1,,2250000,3,20120905,320,,,,,,,,0.5508,0.5508,0,0,0,320,,,,,,,,,,,320,,,,,,,,,,35,320,,0,20421101,22522.52,0,0,0,320,0,0,Full,Two Years,Two Months
,321,1000383,0.0025,,,1001105,Group 2,1250006764,1,1,0,321,9,,,,,,1,0,0,,321,,,0,,20121015,1032500,0.04125,360,360,20121201,321,1,0,0,,1029585.43,0.04125,5004.01,20130101,0,,321,,,,,,,,,,,321,,,,,,,,,,,321,,,,,,,,0,,230,321,1,,0,,0.5,,15,1,,,321,,,,,,760,,,,,321,,,,,,,,0,,,321,15833.34,0,0,0,15833.34,15833.34,1,5,,3,321,,4,,283203.6,5739.02,0.362464,,,,321,Heath,TX,75032,1,1,,1475000,3,20120917,321,,,,,,,,0.7,0.7,0,0,0,321,,,,,,,,,,,321,,,,,,,,,,25,321,,0,20421101,15833.34,0,0,0,321,0,0,Full,Two Years,Two Months
,322,1000383,0.0025,,,1001105,Group 2,1250006809,1,1,0,322,9,,,,,,1,0,0,,322,,,0,,20121012,760000,0.0425,360,360,20121201,322,1,0,0,,757902.14,0.0425,3738.74,20130101,0,,322,,,,,,,,,,,322,,,,,,,,,,,322,,,,,,,,0,,417,322,1,,0,,0.25,,6,1,,,322,,,,,,802,,,,,322,,,,,,,,0,,,322,12368,0,0,0,12368,12368,1,5,,3,322,,4,,94817.65,5418.09,0.438073,,,,322,Coppell,TX,75019,1,1,,1300000,3,20120912,322,,,,,,,,0.5846,0.5846,0,0,0,322,,,,,,,,,,,322,,,,,,,,,,29,322,,0,20421101,12368,0,0,0,322,0,0,Full,Two Years,Two Months
,323,1000383,0.0025,,,1001105,Group 2,1250006874,1,1,0,323,9,,,,,,1,0,0,,323,,,0,,20121023,688000,0.0425,360,360,20121201,323,1,0,0,,686100.89,0.0425,3384.55,20130101,0,,323,,,,,,,,,,,323,,,,,,,,,,,323,,,,,,,,0,,474,323,2,,0,,3.25,7,6,1,,,323,,,,,,778,,,,,323,,,,,,,,0,,,323,10226.25,8372.49,0,0,18598.74,18598.74,1,5,,3,323,,4,,288511.08,5857.41,0.314936,,,,323,Tulsa,OK,74105,7,1,,860000,3,20120913,323,,,,,,,,0.8,0.8,0,0,0,323,,,,,,,,,,,323,,,,,,,,,,13,323,12,0,20421101,10226.25,0,0,8372.49,323,0,0,Full,Two Years,Two Months
,324,1000383,0.0025,,,1001105,Group 2,1250006875,1,1,0,324,9,,,,,,1,0,0,,324,,,0,,20120928,688000,0.0375,360,360,20121201,324,1,0,0,,685924.3,0.0375,3186.24,20130101,0,,324,,,,,,,,,,,324,,,,,,,,,,,324,,,,,,,,0,,450,324,1,,0,,0,,18,1,,,324,,,,,,811,,,,,324,,,,,,,,0,,,324,7220.73,7420.01,0,0,14640.74,14640.74,1,5,,3,324,,4,,198713.79,6561.22,0.448148,,,,324,NORMAN,OK,73072,7,1,,1060000,3,20120912,324,,,,,,,,0.649,0.649,0,0,0,324,,,,,,,,,,,324,,,,,,,,,,0,324,,0,20421101,7220.73,0,0,7420.01,324,0,0,Full,Two Years,Two Months
,325,1000383,0.0025,,,1001105,Group 2,1250006934,1,1,0,325,7,,,,,,1,0,0,,325,,,0,,20120928,975000,0.04125,360,360,20121201,325,1,0,0,,972247.74,0.04125,4725.33,20130101,0,,325,,,,,,,,,,,325,,,,,,,,,,,325,,,,,,,,0,,451,325,2,,0,,5,0,0,1,,,325,,,,,,781,,,,,325,,,,,,,,0,,,325,6716.54,26250,0,0,32966.54,32966.54,1,5,,3,325,,4,,581369.56,14612.16,0.443242,,,100,325,FAYETTEVILLE,AR,72703,7,1,1300000,1230000,3,20120913,325,,,,,,,,0.7926,0.7926,0,0,0,325,,,,,,,,,,,325,,,,,,,,,,13,325,12,0,20421101,6716.54,0,0,26250,325,0,0,Full,Two Years,Two Months
,326,1000383,0.0025,,,1001105,Group 2,1250007455,1,1,0,326,9,,,,,,1,0,0,,326,,,92000,,20121026,714695,0.0375,360,360,20121201,326,1,0,0,,712538.74,0.0375,3309.86,20130101,0,,326,,,,,,,,,,,326,,,,,,,,,,,326,,,,,,,,0,,480,326,1,,0,,3,,3,1,,,326,,,,,,774,,,,,326,,,,,,,,0,,,326,12500,0,1594.09,0,12500,14094.09,1,5,,3,326,,4,,123130.53,6211.56,0.440721,,,,326,BATON ROUGE,LA,70808,1,1,,1385000,3,20121006,326,,,,,,,,0.5824,0.516,0,0,0,326,,,,,,,,,,,326,,,,,,,,,,15,326,,92000,20421101,12500,1594.09,0,0,326,0,0,Full,Two Years,Two Months
,327,1000383,0.0025,,,1001105,Group 2,1250007611,1,1,0,327,9,,,,,,1,0,0,,327,,,500000,,20121022,800000,0.03875,360,360,20121201,327,1,0,0,,797639.07,0.03875,3761.9,20130101,0,,327,,,,,,,,,,,327,,,,,,,,,,,327,,,,,,,,0,,463,327,2,,0,,4,,14,1,,,327,,,,,,792,,,,,327,,,,,,,,0,,,327,12500,0,19437.33,0,12500,31937.33,1,5,,3,327,,4,,777374.11,12896.17,0.403796,,,,327,HOUMA,LA,70360,7,1,,4500000,3,20120913,327,,,,,,,,0.2888,0.1777,0,0,0,327,,,,,,,,,,,327,,,,,,,,,,30,327,,500000,20421101,12500,19437.33,0,0,327,0,0,Full,Two Years,Two Months
,328,1000383,0.0025,,,1001105,Group 2,1250007849,1,1,0,328,9,,,,,,1,0,0,,328,,,0,,20121026,674000,0.04125,360,360,20121201,328,1,0,0,,672097.42,0.04125,3266.54,20130101,0,,328,,,,,,,,,,,328,,,,,,,,,,,328,,,,,,,,0,,327,328,1,,0,,1.75,,1,1,,,328,,,,,,791,,,,,328,,,,,,,,0,,,328,13384.38,0,0,0,13384.38,13384.38,1,5,,3,328,,4,,35194.69,4867.16,0.363645,,,,328,NEW ORLEANS,LA,70118,1,1,,975000,3,20121003,328,,,,,,,,0.6912,0.6912,0,0,0,328,,,,,,,,,,,328,,,,,,,,,,16,328,,0,20421101,13384.38,0,0,0,328,0,0,Full,Two Years,Two Months
,329,1000383,0.0025,,,1001105,Group 2,1250008035,1,1,0,329,9,,,,,,1,0,0,,329,,,0,,20121121,707000,0.035,360,360,20130101,329,1,0,0,,705887.33,0.035,3174.75,20130101,0,,329,,,,,,,,,,,329,,,,,,,,,,,329,,,,,,,,0,,236,329,1,,0,,4,4,3,1,,,329,,,,,,757,,,,,329,,,,,,,,0,,,329,27304.87,0,0,0,27304.87,27304.87,1,5,,3,329,,4,,746129.12,4896.83,0.179339,,,,329,WICHITA,KS,67230,1,1,,1516000,3,20121024,329,,,,,,,,0.4663,0.4663,0,0,0,329,,,,,,,,,,,329,,,,,,,,,,9,329,9,0,20421201,27304.87,0,0,0,329,0,0,Full,Two Years,Two Months
,330,1000383,0.0025,,,1001105,Group 2,1250008036,1,1,0,330,7,,,,,,1,0,0,,330,,,0,,20121023,784000,0.04,360,360,20121201,330,1,0,0,,781737.03,0.04,3742.94,20130101,0,,330,,,,,,,,,,,330,,,,,,,,,,,330,,,,,,,,0,,315,330,3,,0,,10.25,7.5,0,1,,,330,,,,,,773,,,,,330,,,,,,,,0,,,330,27250,9016.8,0,0,36266.8,36266.8,1,5,,3,330,,4,,438069.84,10202.83,0.281327,,,100,330,St. Louis,MO,63128,1,1,1184000,1184000,3,20121010,330,,,,,,,,0.6621,0.6621,0,0,0,330,,,,,,,,,,,330,,,,,,,,,,10.25,330,7.5,0,20421101,27250,0,0,9016.8,330,0,0,Full,Two Years,Two Months
,331,1000383,0.0025,,,1001105,Group 2,1250008073,1,1,0,331,9,,,,,,1,0,0,,331,,,0,,20121029,789000,0.03875,360,360,20121201,331,1,0,0,,786671.52,0.03875,3710.17,20130101,0,,331,,,,,,,,,,,331,,,,,,,,,,,331,,,,,,,,0,,460,331,1,,0,,18,0.5,4,1,,,331,,,,,,737,,,,,331,,,,,,,,0,,,331,23618.25,0,0,0,23618.25,23618.25,1,5,,3,331,,4,,40007.99,8235.14,0.348677,,,,331,St. Louis,MO,63124,7,1,,1100000,3,20121008,331,,,,,,,,0.7172,0.7172,0,0,0,331,,,,,,,,,,,331,,,,,,,,,,18,331,13,0,20421101,23618.25,0,0,0,331,0,0,Full,Two Years,Two Months
,332,1000383,0.0025,,,1001105,Group 2,1250008108,1,1,0,332,9,,,,,,1,0,0,,332,,,0,,20121026,680000,0.04125,360,360,20121201,332,1,0,0,,678080.47,0.04125,3295.62,20130101,0,,332,,,,,,,,,,,332,,,,,,,,,,,332,,,,,,,,0,,519,332,1,,0,,9,5,5,1,,,332,,,,,,797,,,,,332,,,,,,,,0,,,332,8193.74,5659.33,0,0,13853.07,13853.07,1,5,,3,332,,4,,118782.39,4262.6,0.307701,,,,332,Wildwood,MO,63038,7,1,,1020000,3,20121010,332,,,,,,,,0.6666,0.6666,0,0,0,332,,,,,,,,,,,332,,,,,,,,,,9,332,6,0,20421101,8193.74,0,0,5659.33,332,0,0,Full,Two Years,Two Months
,333,1000383,0.0025,,,1001105,Group 2,1250008109,1,1,0,333,7,,,,,,1,4,0,,333,,,0,,20121101,663000,0.03875,360,360,20130101,333,1,0,0,,662023.27,0.03875,3117.67,20130101,0,,333,,,,,,,,,,,333,,,,,,,,,,,333,,,,,,,,0,,414,333,2,,0,,10,,0,1,,,333,,,,,,794,,,,,333,,,,,,,,0,,,333,20799.29,0,0,0,20799.29,20799.29,1,5,,3,333,,4,,88584.39,6405.93,0.307988,,,100,333,Chesterfield,MO,63005,1,1,829000,830000,3,20121008,333,,,,,,,,0.7997,0.7997,0,0,0,333,,,,,,,,,,,333,,,,,,,,,,10,333,,0,20421201,20799.29,0,0,0,333,0,0,Full,Two Years,Two Months
,334,1000383,0.0025,,,1001105,Group 2,1250008110,1,1,0,334,7,,,,,,1,0,0,,334,,,0,,20121017,532000,0.0375,360,360,20121201,334,1,0,0,,530394.95,0.0375,2463.77,20130101,0,,334,,,,,,,,,,,334,,,,,,,,,,,334,,,,,,,,0,,345,334,2,,0,,30,2,0,1,,,334,,,,,,803,,,,,334,,,,,,,,0,,,334,7805.55,8652.87,0,0,16458.42,16458.42,1,5,,3,334,,4,,401154.31,4000.66,0.243077,,,100,334,CHICAGO,IL,60657,1,1,665000,665000,3,20121003,334,,,,,,,,0.8,0.8,0,0,0,334,,,,,,,,,,,334,,,,,,,,,,30,334,23,0,20421101,7805.55,0,0,8652.87,334,0,0,Full,Two Years,Two Months
,335,1000383,0.0025,,,1001105,Group 2,1250008131,1,1,0,335,9,,,,,,1,0,0,,335,,,0,,20121026,843000,0.0425,360,360,20121201,335,1,0,0,,840673.01,0.0425,4147.05,20130101,0,,335,,,,,,,,,,,335,,,,,,,,,,,335,,,,,,,,0,,374,335,3,,0,,20,0,1,1,,,335,,,,,,798,,,,,335,,,,,,,,0,,,335,9750,5666.68,19867.17,0,15416.68,35283.85,1,5,,3,335,,4,,93951.37,9105.14,0.258054,,,,335,CHICAGO,IL,60637,1,1,,1150000,3,20121003,335,,,,,,,,0.733,0.733,0,0,0,335,,,,,,,,,,,335,,,,,,,,,,20,335,14,0,20421101,9750,19867.17,0,5666.68,335,0,0,Full,Two Years,Two Months
,336,1000383,0.0025,,,1001105,Group 2,1250008132,1,1,0,336,9,,,,,,1,0,0,,336,,,0,,20121102,640125,0.0375,360,360,20130101,336,1,0,0,,639160.88,0.0375,2964.52,20130101,0,,336,,,,,,,,,,,336,,,,,,,,,,,336,,,,,,,,0,,483,336,3,,0,,18,6,1,1,,,336,,,,,,790,,,,,336,,,,,,,,0,,,336,14804.34,17833.4,0,0,32637.74,32637.74,1,5,,3,336,,4,,1369393.09,9286.32,0.284527,,,,336,CHICAGO,IL,60622,6,1,,853500,3,20120927,336,,,,,,,,0.75,0.75,0,0,0,336,,,,,,,,,,,336,,,,,,,,,,18,336,6,0,20421201,14804.34,0,0,17833.4,336,0,0,Full,Two Years,Two Months
,337,1000383,0.0025,,,1001105,Group 2,1250008150,1,1,0,337,3,,,,,,1,0,0,,337,,,0,,20121029,660000,0.03625,360,360,20130101,337,1,0,0,,658983.81,0.03625,3009.94,20130101,0,,337,,,,,,,,,,,337,,,,,,,,,,,337,,,,,,,,0,,470,337,1,,0,,0.5,,17,1,,,337,,,,,,731,,,,,337,,,,,,,,0,,,337,8750,0,0,0,8750,8750,1,5,,3,337,,4,,73299.5,3858.02,0.440917,,,,337,CHICAGO,IL,60622,1,1,,1455000,3,20120904,337,,,,,,,,0.4536,0.4536,0,0,0,337,,,,,,,,,,,337,,,,,,,,,,19,337,,0,20421201,8750,0,0,0,337,0,0,Full,Two Years,Two Months
,338,1000383,0.0025,,,1001105,Group 2,1250008191,1,1,0,338,7,,,,,,1,0,0,,338,,,0,,20121025,825000,0.04,360,360,20121201,338,1,0,0,,822618.68,0.04,3938.68,20130101,0,,338,,,,,,,,,,,338,,,,,,,,,,,338,,,,,,,,0,,445,338,3,,0,,0,,0,1,,,338,,,,,,759,,,,,338,,,,,,,,0,,,338,34598.71,0,0,0,34598.71,34598.71,1,5,,3,338,,4,,391896.14,13731.57,0.396881,,,100,338,CHICAGO,IL,60613,1,2,1100000,1100000,3,20121003,338,,,,,,,,0.75,0.75,0,0,0,338,,,,,,,,,,,338,,,,,,,,,,0,338,,0,20421101,34598.71,0,0,0,338,0,0,Full,Two Years,Two Months
,339,1000383,0.0025,,,1001105,Group 2,1250008439,1,1,0,339,7,,,,,,1,4,0,,339,,,0,,20121102,780000,0.03875,360,360,20130101,339,1,0,0,,778850.91,0.03875,3667.85,20130101,0,,339,,,,,,,,,,,339,,,,,,,,,,,339,,,,,,,,0,,501,339,1,,0,,0,,0,1,,,339,,,,,,734,,,,,339,,,,,,,,0,,,339,15000,0,0,0,15000,15000,1,5,,3,339,,4,,324880.77,5660.1,0.37734,,,100,339,CHICAGO,IL,60611,1,1,975000,1024000,3,20121012,339,,,,,,,,0.8,0.8,0,0,0,339,,,,,,,,,,,339,,,,,,,,,,7,339,,0,20421201,15000,0,0,0,339,0,0,Full,Two Years,Two Months
,340,1000383,0.0025,,,1001105,Group 2,1250008689,1,1,0,340,9,,,,,,1,0,0,,340,,,0,,20121031,1122000,0.03875,360,360,20130101,340,1,0,0,,1120347.07,0.03875,5276.06,20130101,0,,340,,,,,,,,,,,340,,,,,,,,,,,340,,,,,,,,0,,295,340,3,,1,,22,,11,1,,,340,,,,,,740,,,,,340,,,,,,,,0,,,340,59956.75,0,0,0,59956.75,59956.75,1,5,,3,340,,4,,790056.01,17553.84,0.292775,,,,340,WESTERN SPRINGS,IL,60558,1,1,,2100000,3,20121008,340,,,,,,,,0.5342,0.5342,0,0,0,340,,,,,,,,,,,340,,,,,,,,,,22,340,,0,20421201,59956.75,0,0,0,340,0,0,Full,Two Years,Two Months
,341,1000383,0.0025,,,9999999,Group 2,1270006513,1,1,0,341,3,,,,,,1,1,0,,341,,,0,,20121017,763750,0.04,360,360,20121201,341,1,0,0,,761545.5,0.04,3646.26,20130101,0,,341,,,,,,,,,,,341,,,,,,,,,,,341,,,,,,,,0,,179,341,2,,0,,3,,2.5,1,,,341,,,,,,782,,,,,341,,,,,,,,0,,,341,16666.67,0,7333.33,0,16666.67,24000,1,5,,3,341,,4,,62528.12,7510.66,0.312944,,,,341,NAPERVILLE,IL,60540,1,1,,1175000,3,20120727,341,,,,,,,,0.65,0.65,0,0,0,341,,,,,,,,,,,341,,,,,,,,,,3,341,,0,20421101,16666.67,7333.33,0,0,341,0,0,Full,Two Years,Two Months
,342,1000383,0.0025,,,9999999,Group 2,1270006976,1,1,0,342,9,,,,,,1,4,0,,342,,,0,,20121022,526000,0.04125,360,360,20121201,342,1,0,0,,524515.2,0.04125,2549.26,20130101,0,,342,,,,,,,,,,,342,,,,,,,,,,,342,,,,,,,,0,,281,342,1,,0,,0,5,1,1,,,342,,,,,,793,,,,,342,,,,,,,,0,,,342,0,13498.33,0,0,13498.33,13498.33,1,5,,3,342,,4,,35308.46,4992.79,0.369882,,,,342,Hinsdale,IL,60521,1,1,,685000,3,20120820,342,,,,,,,,0.7678,0.7678,0,0,0,342,,,,,,,,,,,342,,,,,,,,,,0,342,9,0,20421101,0,0,0,13498.33,342,0,0,Full,Two Years,Two Months
,343,1000383,0.0025,,,9999999,Group 2,1270007453,1,1,0,343,7,,,,,,1,4,0,,343,,,0,,20121024,576000,0.04,360,360,20121201,343,1,0,0,,574337.41,0.04,2749.91,20130101,0,,343,,,,,,,,,,,343,,,,,,,,,,,343,,,,,,,,0,,13,343,1,,0,,12,,0,1,,,343,,,,,,764,,,,,343,,,,,,,,0,,,343,10090,0,0,0,10090,10090,1,5,,3,343,,4,,41947.31,3591.91,0.355987,,,100,343,HINSDALE,IL,60521,1,1,720000,720000,3,20121003,343,,,,,,,,0.8,0.8,0,0,0,343,,,,,,,,,,,343,,,,,,,,,,20,343,,0,20421101,10090,0,0,0,343,0,0,Full,Two Years,Two Months
,344,1000383,0.0025,,,9999999,Group 2,1290007851,1,1,0,344,7,,,,,,1,0,0,,344,,,0,,20121026,724000,0.04125,360,360,20121201,344,1,0,0,,721956.26,0.04125,3508.86,20130101,0,,344,,,,,,,,,,,344,,,,,,,,,,,344,,,,,,,,0,,394,344,1,,0,,5,4.5,0,1,,,344,,,,,,735,,,,,344,,,,,,,,0,,,344,8924.83,9708.31,0,10857.84,18633.14,29490.98,1,5,,3,344,,4,,69340.08,8614.23,0.292097,,,82.2368,344,CLARENDON HILLS,IL,60514,7,1,932204.73,905000,3,20120924,344,,,,,,,,0.8,0.8,0,0,0,344,,,,,,,,,,,344,,,,,,,,,,20,344,15,0,20421101,8924.83,0,0,9708.31,344,0,10857.84,Full,Two Years,Two Months
,345,1000383,0.0025,,,9999999,Group 2,1300004268,1,1,0,345,3,,,,,,1,4,0,,345,,,0,,20121008,562000,0.03375,360,360,20121201,345,1,0,0,,560189.55,0.03375,2484.58,20130101,0,,345,,,,,,,,,,,345,,,,,,,,,,,345,,,,,,,,0,,211,345,1,,0,,28,,8,1,,,345,,,,,,765,,,,,345,,,,,,,,0,,,345,12131.3,0,0,0,12131.3,12131.3,1,5,,3,345,,4,,107285.65,4113.26,0.339062,,,,345,OAK PARK,IL,60302,1,1,,1000000,3,20120713,345,,,,,,,,0.562,0.562,0,0,0,345,,,,,,,,,,,345,,,,,,,,,,28,345,,0,20421101,12131.3,0,0,0,345,0,0,Full,Two Years,Two Months
,346,1000383,0.0025,,,9999999,Group 2,1300005752,1,1,0,346,7,,,,,,1,4,0,,346,,,0,,20120914,1140000,0.04375,360,360,20121101,346,1,0,0,,1135376.38,0.04375,5691.85,20130101,0,,346,,,,,,,,,,,346,,,,,,,,,,,346,,,,,,,,0,,200,346,2,,1,,6.9,0.6,0,1,,,346,,,,,,779,,,,,346,,,,,,,,0,,,346,20292,5833,0,0,26125,26125,1,5,,3,346,,4,,145103.84,10628.83,0.406845,,,100,346,Oak Park,IL,60302,1,1,1425000,1425000,3,20120725,346,,,,,,,,0.8,0.8,0,0,0,346,,,,,,,,,,,346,,,,,,,,,,10,346,10,0,20421001,20292,0,0,5833,346,0,0,Full,Two Years,Two Months
